gene	s1816	s1616	s1063	s1936
HV14C12	-1.1043365	-2.291231155	-1.869939327	-1.485426903
HV14D1	-1.057030916	-0.584962547	-0.973032832	-0.954912186
HV14D2	2.146119595	1.494264126	0.689932168	1.056143045
HV14D5	-0.01122725	-0.047305755	-0.424139589	-0.567888975
HV14D6	0.439983904	-0.43063435	0.575860441	-1.169924974
HV14E5	-0.988859475	-0.329705417	0.013546683	-0.157100961
HV14E7	-1.310787559	-0.43063435	-1.142957926	-1.070389271
HV14E8	-2.551795721	-3.539158821	-2.204358339	-3.392317295
HV14E9	-1.153246284	0.968635857	0.154722616	0.232173443
HV14E10	-1.618909836	-0.63226819	-0.370368391	-0.78745532
HV14E11	-3.011227369	-4.539158821	-3.142957926	-3.392317295
HV14F1	-0.411314338	1.796231508	0.849508405	-0.263034463
HV14F5	0.355094969	-0.07972721	0.431950927	-0.889817059
HV14F7	0.63982445	-0.217230707	0.42182672	0.680931568
HV14F10	5.21939373	3.349584341	4.408430099	5.749789715
HV14F12	-0.19104825	-0.112894036	-0.098563738	0.35363698
HV14G1	0.439983904	-0.608421445	-0.683526218	-0.27684027
HV14G5	-0.801773787	-0.584962547	-0.158064783	-0.602240562
HV14G6	0.709871948	0.343484163	0.190942913	0.308122218
HV14G7	-0.945137978	-1.112894058	-1.598637342	-1.222392321
HV14G8	-0.324726731	-0.656515837	-0.705552638	-0.691877723
HV14G12	-2.011227131	-2.146841288	-1.773724079	-1.195920229
HV14H2	0.310700893	-0.253756642	-0.335602999	-1.070389271
HV14H3	-1.1043365	1.235628247	-0.23606731	-1.249359608
HV14H6	-1.153246284	-0.516791105	-0.773724079	-0.807354867
HV14H11	0.158697844	0.689659834	0.520007133	0.16227138
HV14H12	-1.923764467	-2.217230558	-1.64045763	-1.333423734
HV15A6	-2.203872204	-0.253756642	-1.683526278	-0.84799695
HV15A9	1.916550636	0.727627635	1.154722691	1.246721745
HV15A10	-0.216811329	-0.272372305	-0.301655591	-0.01149565
HV15A11	2.535667181	2.154328108	2.3779881	1.141661167
HV15B2	-0.902702749	-2.079727173	-1.236067295	-1.333423734
HV15B5	-1.367371082	0.379704475	-0.424139589	-0.01149565
HV15B6	0.33750093	2.245476007	1.277704239	1.241888642
HV15B7	0.310700893	0.175086632	0.411630929	-0.222392365
HV15B9	1.535667181	-0.584962547	1.562098503	1.326500893
HV15B10	-0.283306837	0.42662546	0.602996528	0
HV15B11	0.198226154	-0.329705417	-0.055495061	0.141661137
HV15B12	0.815321267	1.349584341	0.166897446	0.607682526
HV15C1	1.535667181	1.015430093	0.664397001	1.072568655
HV15C3	-0.744440675	-0.34933421	-0.204358399	-0.807354867
HV15C4	1.423401117	1.090197802	0.166897446	0.440572619
HV15C5	-1.367371082	-0.40987584	-0.920565426	-1
HV15C6	-0.861480117	-0.329705417	-1.370368481	-0.932885766
HV15C8	0.118055791	-0.146841437	0.013546683	-0.157100961
HV15C10	-2.153246164	-3.539158821	-2.204358339	-2.655351639
HV15C11	2.37463522	0.992222607	1.566700459	2.451080322
HV15C12	-0.367371023	-0.494764656	-1.236067295	-1.392317414
HV15D2	-0.19104825	0.030696772	0.142444298	-0.119298965
HV15D3	-0.203872278	-1.954196334	-1.268488646	-0.01149565
HV15D4	0	-0.40987584	0	0.26112479
HV15D5	0.319689691	0.944656909	0.901436269	-0.362570047
HV15D6	-0.033947289	0.030696772	-0.22012569	-0.319068462
HV15D10	0.654108703	0.746243298	0.260764301	0.72315979
HV15D12	-1.725825071	-0.539158881	-0.188761562	-1.584962487
HV15E4	-0.618909836	-1.451696038	0.894131482	-0.10691525
HV15E5	-1.396517277	-0.56187892	-0.22012569	-0.954912186
HV15E7	-0.472068399	-0.584962547	-0.268488765	0.011404753
HV15E9	-0.671377182	-1.217230678	0.338168859	-0.637429953
HV15E12	0	-0.954196334	0.411630929	-0.319068462
HV15F3	0.603482664	1.483208895	1.272079706	0.849268556
HV15F9	-0.203872278	-0.34933421	-0.02748071	-0.023083597
HV15F10	-1.966833115	-0.681177914	-0.518466949	-1.070389271
HV15F11	-0.744440675	-0.217230707	0.11756964	-0.602240562
HV15G1	0.846753776	0	0.491248131	0.308122218
HV15G3	0.310700893	-0.516791105	0.178970277	0.232173443
HV15G4	0.603482664	-0.272372305	0.510484338	0.045087844
HV15G5	0.022195727	0.293731183	0.294447392	-0.469485223
HV15G6	1.464506149	1.47764945	1.214594126	0.673771739
HV15G7	-0.057030886	-0.516791105	-0.370368391	-0.407424331
HV15G8	-0.725825071	-1.369233727	-0.869939446	-0.954912186
HV15G9	-0.426264733	0.537656784	0.755895376	-0.01149565
HV15G10	-0.19104825	-0.895302653	0.338168859	-0.347923279
HV15G11	-0.396517336	-0.199308813	0.040263996	-0.319068462
HV15H1	0.716693223	-0.129767835	0.857042074	0.473931193
HV15H2	0.14864409	-0.706268847	0.834322035	-0.10691525
HV15H4	1.966052532	0.689659834	1.552850246	1.217476964
HV15H5	-0.689299107	-0.129767835	-0.352880985	-0.333423734
HV15H8	1.942969084	2.133266687	2.142444134	1.880700946
HV15H9	-1.310787559	-0.369233757	-1.084064245	-0.392317444
HV15H10	-0.045442939	-1.146841407	0.529467463	-0.01149565
HV15H11	-0.324726731	0.59012419	0.338168859	-0.094636932
HV15H12	0.668252885	1.235628247	0.348895252	0.98850441
HV16A1	-0.861480117	-0.516791105	-0.538095772	-0.551015139
HV16A7	-0.707446456	-1.63226819	-0.335602999	-0.637429953
HV16A8	-0.472068399	0.188761562	-0.479992867	0.644771934
HV16A9	-1.689299107	-2.291231155	-1.973032713	-2.023083687
HV16A10	0.128324091	-0.584962547	-0.479992867	0.659344733
HV16A11	-1.057030916	-0.63226819	0.013546683	-0.807354867
HV16A12	-1.725825071	-1.584962487	-1.236067295	-0.637429953
HV16B1	-0.671377182	1.195550799	0.11756964	-0.392317444
HV16B5	-2.203872204	-1.217230678	-1.973032713	-3.392317295
HV16B6	0.431716263	0.015430026	0.316473812	-0.453717947
HV16B7	0.372477055	1.097465873	1.053439379	0.251538754
HV16B8	1.696131706	1.168200254	0.706707895	0.743819237
HV16B9	-0.068712682	0.318822145	0.401362628	0.317340851
HV16B11	0.859137475	-2.217230558	0.451988757	-0.807354867
HV16B12	1.766849756	0.944656909	0.380604088	1.110182881
HV16C1	0.011140555	1	0.841935217	0.26112479
HV16C2	-0.653675199	-1.079727173	-1.11321044	-0.551015139
HV16C3	0.709871948	-0.146841437	0.359542489	0.13124454
HV16C4	-0.10433656	0.119052649	0.104969621	0.482151687
HV16C5	0.381090164	-0.656515837	-0.683526218	0.232173443
HV16C6	0.292553604	0.984403133	0.647119045	0.666576266
HV16C7	-0.636187792	-1.494764686	-0.442518204	-0.453717947
HV16C10	-1.396517277	-0.473069578	-0.773724079	-0.058416635
HV16C12	-0.503432512	-0.253756642	-1	0.790904403
HV16D1	-0.269760162	-0.473069578	-0.727920413	-0.469485223
HV16D2	0.488618612	0.229025543	0.442004681	0.344648182
HV16D3	-0.10433656	-0.40987584	0.066495508	0.457348347
HV16D4	0.796127737	-0.164119422	0.348895252	0.764187098
HV16D9	1.535667181	1.229025483	0.951559722	1.473931193
HV16D11	0.16868192	-0.389411747	0.130060583	-0.209095553
HV16E3	-1.618909836	-0.757799089	-0.773724079	-0.691877723
HV16E4	0.264897168	0.569365621	0.411630929	0.473931193
HV16E7	-0.411314338	0.090197816	0.079434559	-0.333423734
HV16E8	-0.653675199	0.968635857	0.316473812	0.855610013
HV16E9	0.355094969	0.472068399	-0.204358399	0.423599541
HV16E10	-0.353015751	1.59012413	0.359542489	0.874469042
HV16F3	-1.841302156	-0.681177914	-0.920565426	-1.485426903
HV16F5	-0.689299107	0.391578555	0.548204005	-0.10691525
HV16F7	-1.057030916	0.472068399	-0.797182977	-0.235812873
HV16F8	0.756957114	1.466465712	0.834322035	0.81713593
HV16F9	1.086804867	1.21572876	1.426897764	0.432111025
HV16F10	0.877515972	0.764621973	0.739685178	0.630050421
HV16G1	1.123198986	1.409208417	0.664397001	0.849268556
HV16G3	-0.744440675	-2.217230558	-1.518466949	-1.584962487
HV16G4	-0.618909836	-0.199308813	-0.23606731	-0.673499107
HV16G5	-0.472068399	-0.369233757	-0.797182977	-0.691877723
HV16G8	-1.310787559	0.188761562	0.886789501	-0.131789908
HV16G10	-2.551795721	-1.78427124	-1.598637342	-2.889817238
HV16G12	0.588685691	-1.047305822	0.053439364	0.251538754
HV16H1	-1.618909836	-0.924448967	-0.518466949	-1.485426903
HV16H2	-0.519374132	0.379704475	-1	-0.422691077
HV16H5	-0.671377182	-0.706268847	0.548204005	0.192645133
HV16H7	0.98877281	1.635766864	0.871992528	1.615177035
HV16H10	-1.080489874	-0.954196334	0	-0.235812873
HV17A1	3.710726261	0.680009663	1.731511354	2.657531261
HV17A3	-0.153246254	-0.757799089	-0.318529397	-0.058416635
HV17A4	0.086804867	-0.56187892	-0.268488765	0.056143016
HV17A5	0.40662533	0.147341669	0.566700399	0.790904403
HV17A6	-0.689299107	-1.253756642	-1.442518234	-1.27684021
HV17A7	1.158697844	0.870232105	1.148596525	1.241888642
HV17A8	0.756957114	0.045803647	0.529467463	0.743819237
HV17A10	2.429641962	0.8786937	1.751859903	2.067114353
HV17A12	0.022195727	-0.063425414	0	-0.082462102
HV17B1	-0.503432512	-1.40987587	-0.352880985	-1
HV17B2	-0.945137978	0.147341669	-0.797182977	-0.094636932
HV17B3	1.011140585	1.397479177	0.638401806	1.13124454
HV17B4	0.381090164	0.045803647	0.154722616	0.35363698
HV17B5	-0.44137162	-0.539158881	-0.727920413	-0.362570047
HV17B6	-0.426264733	-0.539158881	-0.461133868	-0.347923279
HV17B8	0.709871948	-0.811238468	-0.04141989	0.432111025
HV17B9	0.551015198	0.318822145	0.283306837	0.26112479
HV17B11	0.75032407	-0.181606829	-0.598637402	0.947532654
HV17B12	0.596103132	0.21572873	0.755895376	0.415037453
HV17C1	-0.092363924	-0.731803894	-0.797182977	-0.249359548
HV17C5	0.682259738	-0.369233757	-1	-0.655351818
HV17C6	3.930553913	2.820590973	2.421826601	3.046474457
HV17C7	-0.165737197	-0.473069578	0.629631639	0.045087844
HV17C8	3.57279563	3.113686323	3.063242435	3.084766388
HV17C9	3.359460115	3.51476717	2.573575735	3.590676308
HV17D2	0.227177501	-0.031364135	1.743754864	-0.362570047
HV17D5	1.038621426	2.26497221	0.442004681	1.022720098
HV17D7	-3.011227369	-0.838719189	-0.640457511	0.280107915
HV17D9	-0.707446456	1.082893014	0.166897446	0.473931193
HV17D10	3.554826736	0.483208954	1.370111704	1.716206908
HV17D12	-0.203872278	-0.096215315	0.548204005	-0.551015139
HV17E4	-0.411314338	0.281020135	0.442004681	0.022720039
HV17E5	0.907636106	-0.112894036	0.500898302	0.911463261
HV17E7	-0.068712682	-0.451695949	-0.461133868	0.35363698
HV17E12	-1.178337216	-0.984570026	0.154722616	-1.304854631
HV17F2	1.539519548	1.689659834	0.871992528	0.630050421
HV17F3	-0.503432512	0.104697369	0	0.033947289
HV17F4	-1.763299704	-2.015596628	-1.64045763	-1.977279902
HV17F5	0.889639676	0.318822145	0.026967183	0.21254468
HV17F6	-0.44137162	-1.253756642	-1.084064245	-0.169924989
HV17F7	0.086804867	-0.608421445	-0.04141989	0.172467172
HV17F8	1.566201687	0.060754064	1.338168859	2.053387165
HV17F9	0.821662724	0.104697369	0.59400773	0.078002572
HV17F10	0.227177501	-0.369233757	0.026967183	-0.710493445
HV17F11	-0.165737197	-1.451696038	0.723290741	-0.584962547
HV17G4	0.310700893	0.343484163	0.226275951	0.099535704
HV17G6	0.610824645	1.69924593	-0.557995319	0.172467172
HV17G7	-3.841302156	-3.369233608	-3.142957926	-3.392317295
HV17G8	0.632628977	0.736965537	-0.479992867	0.709220529
HV17G9	-0.396517336	0.343484163	0.575860441	0.326500893
HV17G12	0.55862838	0.43812111	-0.23606731	-0.485426843
HV17H1	-1.057030916	0.610588253	-0.188761562	-0.392317444
HV17H2	1.011140585	0.773724139	0.557481766	0.886906147
HV17H3	0.033166975	0.355659008	0.066495508	0.16227138
HV17H4	0.646984279	0.075551048	0.795641601	0.182591379
HV17H7	1.260235786	0.483208954	1	0.886906147
HV17H8	0.464506209	1.409208417	0.908704281	1.37586689
HV17H9	1.796127558	1.645716548	1.580418587	2.175004959
HV17H10	3.317447662	2.638260841	2.675091505	2.830074787
HV17H11	-0.01122725	-0.164119422	-0.02748071	-0.157100961
HV17H12	2.156190872	2.494264126	2.117569685	2.391226768
HV18A1	-1.283306837	-2.451695919	-1.598637342	-2.333423615
HV18A2	1.333068609	0.367731839	1.815111399	1.402098417
HV18A4	1.543361664	1.564128995	1.59400773	2.042310715
HV18A5	0.63982445	0.526930392	0.771925449	1.207595468
HV18A6	0.158697844	-0.217230707	0.431950927	0.432111025
HV18A7	1.562419891	0.449525863	1.807354927	0.823619962
HV18A8	0.551015198	0.483208954	0.747813046	1.192645192
HV18A9	-0.503432512	1	1.006789207	0.232173443
HV18A10	2.995800018	0.460841149	2.053439379	2.87446928
HV18B2	1.112894058	-0.757799089	0.040263996	1.265894055
HV18B3	-1.01122725	-0.329705417	-0.113210499	-0.18286404
HV18B5	0.236700296	-0.253756642	0.471751988	-0.485426843
HV18B6	2.480625868	1.861720681	1.040263891	1.733526587
HV18B7	-0.584962428	0.175086632	-0.442518204	-0.377367049
HV18B8	0.942969143	0.355659008	0.32736212	0.965234637
HV18B9	0.931287348	0.516123652	0.689932168	0.630050421
HV18B11	-1.178337216	-0.272372305	-0.557995319	-0.86875546
HV18B12	0.63982445	-0.291231304	0	0.033947289
HV18C2	-1.283306837	-1.329705477	-0.499101698	-1.619727969
HV18C3	-0.44137162	0.133266494	0.348895252	-0.710493445
HV18C4	1.618129492	0.175086632	0.359542489	0.172467172
HV18C6	1.381090164	1.680009723	0.629631639	0.98850441
HV18C7	0.33750093	-0.369233757	0.755895376	0.202629209
HV18C8	1.834262848	0.818393171	1.079434633	1.716206908
HV18C9	0.283393562	0.090197816	-0.252186954	1.157146335
HV18C10	-1.128584146	-1.369233727	-0.661831141	-0.827532887
HV18C11	-0.033947289	-0.146841437	-0.821029723	-0.453717947
HV18C12	-0.841302156	-0.181606829	-0.640457511	-0.082462102
HV18D1	1.29711175	0.610588253	0.779874325	1.344648242
HV18D2	-0.988859475	-0.272372305	-0.142957911	-0.655351818
HV18D3	0.246160626	0.403355718	0.202816993	0
HV18D5	1.153679609	-0.146841437	0.771925449	-0.058416635
HV18D7	1.081529856	0.773724139	0.461904228	0.673771739
HV18D8	-0.128584221	0.147341669	-0.750640452	-0.195920184
HV18D9	-0.551795602	0.104697369	-0.973032832	-0.655351818
HV18D10	1.516249895	0.952694237	0.857042074	1.317340851
HV18D11	-1.653675318	-1.181606889	-1	-2.023083687
HV18D12	-0.551795602	-0.389411747	-0.57817328	-0.249359548
HV18E1	0.472588539	-0.031364135	0.481532991	1.498453498
HV18E2	-0.229867473	-0.56187892	-0.705552638	0.141661137
HV18E3	-0.243042842	-0.217230707	-0.370368391	-0.637429953
HV18E4	0.527931631	0.281020135	0.500898302	0.592575669
HV18E5	-0.902702749	-0.129767835	0.557481766	-0.517848313
HV18E6	2.065588236	2.136798382	1.040263891	2.310432434
HV18E7	0.756957114	0.689659834	0.575860441	0.362570107
HV18E8	-0.396517336	1.306331158	0.538866103	0.389042258
HV18E11	-0.472068399	-2.015596628	-1.370368481	-0.78745532
HV18E12	-1.01122725	-1.451696038	-1.142957926	-0.304854602
HV18F2	0.971766293	0.755461931	0.142444298	0.465663552
HV18F4	2.105116844	1.432384729	0.779874325	1.21254468
HV18F5	0.158697844	-0.096215315	0.629631639	0.514573157
HV18F6	0.14864409	0.640750289	0.826668501	-0.222392365
HV18F9	-1.584962368	-1.047305822	-1.204358339	-1.195920229
HV18F10	0.310700893	0.119052649	-0.920565426	-1.195920229
HV18F11	-1.487665176	-0.43063435	-1.027480721	-1.195920229
HV18F12	0.983126223	0.59012419	0.079434559	0.498453498
HV18G2	0.198226154	-1.015596867	-1.518466949	-0.485426843
HV18G3	0.310700893	-0.253756642	-0.442518204	1.022720098
HV18G5	0.464506209	-0.112894036	0.491248131	0.298844457
HV18G6	-0.763299704	-1.146841407	-1.204358339	-0.807354867
HV18G7	1	0.755461931	0.442004681	0.947532654
HV18G9	0.381090164	-0.516791105	-0.013674922	0.514573157
HV18G10	0.198226154	-0.924448967	-0.499101698	-0.551015139
HV18G11	0.236700296	-0.047305755	0.283306837	0.21254468
HV18G12	-1.551795483	-0.731803894	-1.204358339	-1.023083687
HV18H3	-1.283306837	-1.146841407	-0.821029723	-1.094636917
HV18H5	0.480625868	-0.608421445	0.026967183	0
HV18H7	1.607158422	0.895469427	1.515253544	1.784271359
HV18H8	0.931287348	-0.164119422	-0.370368391	-0.195920184
HV18H9	0.55862838	-0.7842713	-0.797182977	-0.43812111
HV18H10	0.983126223	0.809569299	0.771925449	0.644771934
HV18H11	0.954557121	0.505235374	0.698344409	0.757429719
HV19A3	0.415037572	-0.34933421	0.602996528	0.298844457
HV19A4	-1.618909836	-0.954196334	-0.518466949	-0.655351818
HV19A6	-0.801773787	-0.608421445	-0.946560621	-0.932885766
HV19A7	2.141057491	0.343484163	1.166897535	1.56187892
HV19A9	0.022195727	0.670294523	1.066495419	0.630050421
HV19A10	-0.243042842	0.268196106	0.178970277	0.241888583
HV19A11	-1.519374132	-0.866733551	-1.64045763	-1.046542525
HV19B1	-1.618909836	-1.731803894	-1.084064245	-1.517848253
HV19B2	1.29711175	0.268196106	-0.352880985	0.506535828
HV19B3	-1.310787559	-1.895302653	-0.461133868	-1.222392321
HV19B4	-2.689299107	-2.954196215	-1.236067295	-2.392317295
HV19B6	1.054862022	-0.07972721	0.32736212	-0.034765393
HV19B9	0.319689691	-0.539158881	-0.142957911	-0.034765393
HV19B10	0.118055791	1.16128087	0.500898302	0.790904403
HV19B11	0.198226154	-0.584962547	-0.142957911	-0.567888975
HV19B12	-0.296981752	-1.217230678	-0.252186954	-0.070389271
HV19C1	0.158697844	-0.063425414	-0.518466949	0.099535704
HV19C2	-0.456638366	-1.451696038	-1.204358339	0.415037453
HV19C5	-0.618909836	0.355659008	0.11756964	-0.304854602
HV19C8	1.070921898	0.764621973	0.079434559	0.251538754
HV19C11	0.603482664	-0.047305755	0.795641601	0.630050421
HV19C12	-1.203872204	-0.924448967	-1.055495024	-1.023083687
HV19D1	-0.618909836	0.21572873	-0.661831141	-0.377367049
HV19D2	0.610824645	0.610588253	-0.142957911	0.38027209
HV19D3	-4.011227131	-4.217230797	-4.142957687	-4.392317295
HV19D4	-0.229867473	0.736965537	0.471751988	0.457348347
HV19D6	0.022195727	0.306331187	0.32736212	0.110182941
HV19D7	-0.988859475	-1.015596867	-0.04141989	-0.567888975
HV19D8	1.102514982	1.038269997	1.249359608	0.736965537
HV19D9	-1.653675318	-1.291231394	-1.084064245	-0.501546502
HV19D12	-0.923764348	-0.199308813	-0.479992867	-0.290779442
HV19E1	-0.057030886	-0.164119422	-0.28497687	0.21254468
HV19E2	-1.153246284	0.133266494	-0.335602999	0.088809311
HV19E3	-0.841302156	0.306331187	-0.352880985	0.757429719
HV19E5	-1.229867458	0.25525707	0.42182672	-0.333423734
HV19E6	-0.140862539	0.746243298	-0.797182977	-0.319068462
HV19E8	0.889639676	1.548303962	0.723290741	1.502500296
HV19E9	2.398163795	2.376720667	1.5758605	2.373659134
HV19E10	0.283393562	1	0.566700399	0.110182941
HV19E11	-1.033947229	-0.063425414	-0.113210499	-0.249359548
HV19F1	-0.801773787	0.175086632	-0.158064783	-0.263034463
HV19F3	1.14864397	0.887105942	0.894131482	0.823619962
HV19F4	1.692676306	2.463656425	1.136265755	1.534472823
HV19F5	0.789672673	-0.112894036	0.283306837	0.045087844
HV19F7	0.097297251	0.090197816	0.491248131	0.241888583
HV19F9	0.464506209	0.015430026	0.689932168	0.326500893
HV19F11	1.852958918	0.952694237	1.111283302	0.868210077
HV19F12	-0.487665236	-0.253756642	-0.40599227	-0.392317444
HV19G1	0.889639676	0.161280841	0.886789501	1.104869127
HV19G2	-0.033947289	-0.7842713	-0.442518204	-0.10691525
HV19G6	-0.01122725	-0.253756642	-1.027480721	-0.729352415
HV19G7	-0.116409391	-0.984570026	0.079434559	-0.18286404
HV19G8	0.065588415	-0.217230707	-0.098563738	-0.169924989
HV19G9	0.319689691	0.610588253	0.698344409	0.326500893
HV19G10	0.097297251	-0.494764656	-0.640457511	0.202629209
HV19G11	0.264897168	0.306331187	0.026967183	-0.046542555
HV19G12	0.776675403	0.718228996	0.548204005	-0.43812111
HV19H1	0	0.472068399	-0.352880985	0.457348347
HV19H3	-0.178337216	-0.56187892	-0.461133868	-0.691877723
HV19H4	0.431716263	0.229025543	0.260764301	0.371448219
HV19H5	-2.487665176	-3.079727173	-0.946560621	-2.729352474
HV19H6	-0.841302156	-0.895302653	-0.013674922	-0.827532887
HV19H7	0.840521753	1.195550799	0.834322035	0.959358096
HV19H9	-0.519374132	-0.43063435	-0.335602999	-0.469485223
HV19H10	1.328622818	1.391578555	0.723290741	0.911463261
HV19H12	0.55862838	-0.389411747	-0.013674922	0.298844457
HV20A1	-1.367371082	-0.866733551	-0.499101698	-0.070389271
HV20A2	-1.310787559	-2.83871913	-1.479992867	-1.485426903
HV20A3	-0.367371023	-0.757799089	1.426897764	-0.157100961
HV20A6	0.158697844	0	-0.098563738	0.308122218
HV20A7	-0.568283677	0.579782248	0.834322035	0.011404753
HV20A8	-0.725825071	0.015430026	-0.750640452	-0.070389271
HV20A9	-0.988859475	0.147341669	-0.479992867	-0.27684027
HV20A10	-0.456638366	0.620712459	0.548204005	0.232173443
HV20A11	-0.269760162	-0.291231304	0.411630929	0.432111025
HV20B6	0.033166975	-2.146841288	-1.301655531	0.011404753
HV20B7	-0.966833055	-0.253756642	-0.113210499	-0.84799695
HV20B8	1.278791666	-0.063425414	-0.946560621	-0.01149565
HV20B9	-1.128584146	-0.473069578	-0.797182977	-0.584962547
HV20B10	-1.178337216	-0.866733551	-0.352880985	-1.119298935
HV20B11	-0.045442939	-0.235378027	0.272079587	0.397759497
HV20B12	-0.367371023	-1.584962487	-1.236067295	-0.710493445
HV20C1	-0.153246254	0.680009663	-0.04141989	-0.10691525
HV20C2	-0.411314338	0.318822145	-0.479992867	-0.517848313
HV20C3	-0.068712682	0.060754064	0.142444298	0.232173443
HV20C4	1.16868186	1.181940317	0.305502564	1.393407464
HV20C5	-0.045442939	-0.291231304	0.178970277	0.067114264
HV20C7	2.599797487	1.510689735	2.133166552	1.944560885
HV20C8	0.66119808	0.818393171	0.803461075	0.448984861
HV20C10	-0.068712682	0.472068399	-0.23606731	0.056143016
HV20C11	0.33750093	-0.516791105	0.894131482	-0.01149565
HV20C12	0.931287348	1.075551033	0.972519338	0.530514777
HV20D1	-1.1043365	-0.608421445	-1.055495024	-0.932885766
HV20D2	-1.725825071	-2.217230558	-1.236067295	-1.655351758
HV20D3	-0.782408535	0.015430026	0.190942913	-0.673499107
HV20D4	0.40662533	0.331205845	1.148596525	0.880701065
HV20D5	-0.689299107	-1.181606889	-0.821029723	-1.070389271
HV20D6	1.038621426	0.242200911	1.864536524	0.688055992
HV20D7	2.361637831	0.773724139	0.698344409	1.716206908
HV20D8	0.227177501	0.060754064	0.803461075	0.371448219
HV20D9	1.661198139	0.870232105	1.500898361	1.197645783
HV20D10	0.363812208	0.202308238	0.886789501	0.335603058
HV20D11	0.054862022	0.306331187	-0.538095772	0.56187892
HV20D12	0.716693223	0.060754064	0.154722616	0.182591379
HV20E2	-0.092363924	0.483208954	0.166897446	0.241888583
HV20E3	-0.283306837	-1.369233727	-0.098563738	-0.10691525
HV20E5	-0.19104825	-0.866733551	-0.128007486	0.35363698
HV20E6	-1.128584146	-0.43063435	-0.204358399	-0.157100961
HV20E7	-1.689299107	0.161280841	-0.28497687	-0.304854602
HV20E8	-0.689299107	-0.924448967	-1.027480721	-0.290779442
HV20E9	-0.966833055	-1.494764686	-1.142957926	-1.119298935
HV20E10	-0.203872278	1.331205845	0.026967183	-2.453717709
HV20E12	-0.861480117	-0.811238468	-0.013674922	-0.18286404
HV20F1	-0.229867473	0	0.305502564	-0.249359548
HV20F3	0.646984279	0.718228996	1.481533051	1.177538157
HV20F4	-0.653675199	0.161280841	-0.57817328	-0.485426843
HV20F8	0.065588415	-1.217230678	-1.335602999	-0.889817059
HV20F9	0.40662533	-1.015596867	0.305502564	-0.119298965
HV20F11	0.716693223	0.331205845	0.755895376	0.600148857
HV20F12	2.112894058	1.494264126	1.88678956	2.123382568
HV20G1	0.689212501	1.053298235	1.283306837	0.448984861
HV20G2	-0.945137978	-0.34933421	-0.22012569	-0.84799695
HV20G3	0.346324801	-1.146841407	0.040263996	0.011404753
HV20G4	0.852958858	1.874469161	0.283306837	1.868210196
HV20G5	-0.568283677	-0.731803894	0.359542489	-0.319068462
HV20G6	-0.568283677	-0.924448967	0.214594156	-0.501546502
HV20G7	-0.324726731	0	0.380604088	0.045087844
HV20G8	0.55862838	-0.291231304	0.079434559	0.182591379
HV20G9	0.55862838	-0.7842713	0.272079587	0.182591379
HV20G10	0.72348243	1.119052649	-0.57817328	1.294183016
HV20G11	1.393914223	0.537656784	1.243623257	1.406424284
HV20H2	0.381090164	0.25525707	-0.57817328	0.22239244
HV20H4	0.076235652	-1.539158821	-0.727920413	-0.977279961
HV20H5	-0.841302156	-0.7842713	-1.11321044	-0.84799695
HV20H6	-0.636187792	-0.895302653	0.013546683	-0.619727969
HV20H7	-1.128584146	-0.984570026	-0.869939446	-0.094636932
HV20H8	-0.229867473	-0.56187892	0.849508405	-0.422691077
HV20H9	-0.140862539	-0.706268847	-0.538095772	0.13124454
HV20H12	-0.411314338	0.119052649	-0.388070375	-0.602240562
HV21A4	0.207941294	0.415037513	-0.204358399	0.120752156
HV21A5	1.231946707	1.343484163	1.066495419	0.905363083
HV21A7	-2.310787439	-1.40987587	-2.084064245	-1.619727969
HV21A9	0.40662533	0.42662546	0	0.389042258
HV21A12	0.14864409	-0.731803894	0.294447392	0.16227138
HV21B2	-0.269760162	0.015430026	-0.22012569	-0.86875546
HV21B4	1.14864397	0.800691187	0.629631639	1.061639071
HV21B7	-0.057030886	-0.272372305	0.316473812	0.13124454
HV21B11	-1.653675318	-1.079727173	-0.773724079	-1.333423734
HV21B12	0.207941294	0.558873236	0.305502564	0.56961453
HV21C3	-0.396517336	-0.031364135	0.130060583	-0.501546502
HV21C5	-1.367371082	-0.146841437	-1.268488646	-0.673499107
HV21C6	-0.353015751	0.104697369	-0.158064783	0.695145369
HV21C12	-0.216811329	-0.984570026	-0.069708906	-0.889817059
HV21D1	-0.022542536	-0.329705417	-0.424139589	0.251538754
HV21D2	-0.116409391	0.161280841	-0.499101698	0.141661137
HV21D3	-0.19104825	-0.129767835	-0.619395912	1.088809252
HV21D4	0.439983904	0.075551048	0.142444298	0.736965537
HV21D5	-1.128584146	-1.63226819	-0.705552638	-1.485426903
HV21D6	0.198226154	-0.516791105	0.272079587	0.241888583
HV21D8	1.856051445	0	1.431950808	1.473931193
HV21D11	-0.503432512	-0.473069578	-0.335602999	-0.637429953
HV21E5	0.044055283	-0.146841437	0.066495508	0.35363698
HV21E6	-1.801773787	-1.047305822	-1.301655531	-0.911190689
HV21E7	-1.338801861	-1.146841407	-1.204358339	-1.094636917
HV21E8	0.246160626	-1.369233727	0.7150231	1.270647526
HV21E11	-1.618909836	-0.235378027	0.620807767	-0.710493445
HV21E12	-1.426264763	-1.217230678	-1.64045763	-0.84799695
HV21F1	0.535667241	1	0.886789501	0.736965537
HV21F3	-0.707446456	-1.181606889	0.338168859	-0.807354867
HV21F4	1.650550842	1.21572876	0.886789501	2.253941536
HV21F5	0.107713848	0.782769263	-0.28497687	-0.27684027
