gene	s1321	s1996	s1822	s1714	s1224	s1252	s1510	s1900	s1787	s1721	s1486	s1572	s1324	s1649	s1320	s1542	s1281	s1905
HV8F3	-0.518130958	-0.579293728	-0.475579143	-0.631612659	-0.529253066	-1.086299777	-0.838248849	-0.165423602	-0.852442741	-0.590479434	-0.304499239	-0.192645058	-0.275634408	-1.376148582	-0.090197861	-0.93529439	-1.024247646	-0.123382434
HV8F7	0.17544198	-0.529253066	0.402632415	0.862496436	0.351165354	0.952694297	-0.525090992	0.758445263	0.501194239	1.038039446	0.567344427	0.301169515	0.546827376	-0.097847372	0.723790169	0.17433016	0	0.646691442
HV8F8	0.584962487	1.033683062	0.236440182	0.316672325	0.437580109	0.166819096	0.307181597	0.387730122	0.177304596	-0.011055171	0.382561475	0.332196355	0.485426903	0.47865358	0.717157125	0.507939994	0.584962428	0.790361762
HV8F9	0.896906614	0.429167867	0.029343903	0.862496436	0.287439704	0.821907759	0.543621778	0.242856443	0.317482263	0.490139037	2.020311594	0.280107915	-0.01260002	-0.391578555	0.010888308	-0.040263996	-0.431157231	1.086070895
HV8F10	0.380423754	-0.260764301	-0.21254468	0.038819224	-0.418829083	-0.018736541	-0.57886219	-0.447459042	-0.612976789	-0.478834093	0.051644534	-0.268196106	-0.245577127	0.156725496	-1.316473842	-0.482782185	-0.234465331	-1
HV8F11	-0.288125366	-0.247217625	-0.331843644	0.726434946	0.342232227	-0.752562404	-0.456378222	-0.125530913	0.539874673	0.010971248	1.786354184	-0.364411414	-0.090602458	-0.663950861	0.431339234	-0.276331306	-1.263034463	-0.471305758
HV8G1	-0.554200172	-0.449525863	0.60459125	1.698420525	2.201139927	0.43812108	-0.282730103	0.378511488	-0.514573097	2.016425848	0.191195875	0.684498131	0.597453475	0.994075179	0.850423694	0.077305645	-0.640104175	1.439949989
HV8G3	-0.708233893	-0.168505713	-0.201139927	-0.152003109	-0.247217625	-0.369233727	-0.141175926	0.242856443	-0.546634376	0.442310482	0.117733806	0.29067713	0.231325611	-0.097847372	0.584962487	-0.026717313	-0.819427788	0.239187688
HV8G4	0.734476089	0.119839787	1.527851939	-0.211504146	0.942052722	0.331205964	1.194172621	0.047305673	0.437063843	-0.346922457	0.786354184	0.893084764	0.630243421	0.023458958	-0.276209831	0.064705625	0.919657826	-0.701918721
HV8G8	0.291766137	0.140598327	-0.081300139	-0.242200911	-0.011404753	0	-0.312787414	1.463796735	0.369949609	-0.11455965	-0.304499239	0.038135082	-0.01260002	0.208813936	-0.302927136	0.12663345	0.468148768	-1.608809233
HV8G9	0.427421182	-0.093866855	0.77595973	-0.257797748	0.377637506	0.374927282	0.576788604	0.191141427	0.032914728	0.528819442	0.575206518	0.478047192	0.154509947	0.229133934	0.286522716	0.308631241	0.058893621	0.889441609
HV8G10	0.814444304	-0.388771802	-0.28293395	-0.039892681	0.22076869	0.223721445	-0.088227108	-0.277534008	0.011055171	-0.404066294	-0.590803444	-0.065887876	0.467392981	0.569108486	0.222392291	-0.93529439	0.302562714	-0.487793863
HV8G11	-0.350186288	0.324198306	-0.050273299	-0.289506674	-0.207324937	-0.310340106	0.117356971	0.035623878	-0.294447392	-0.541569889	-0.363392949	0.402098417	-0.38605839	-0.189270318	-0.894647121	0.026231512	-0.976153255	-0.953457475
HV8H1	0.164386809	-0.011404753	-0.575114727	-0.257797748	-0.288245022	-0.575684726	0.355761707	-0.884522915	0.378511697	1.01642561	-1.247915745	-1.807354927	0.198904172	-0.17584981	-0.686842203	-0.183221906	-1.352301836	-0.391578555
HV8H2	-0.382247567	-0.316259354	-0.635235786	0.368387341	-0.562419891	-0.188661516	-0.312787414	0.263034403	0.501194239	-0.022195727	0.028924495	0.550197065	0.71675241	-0.216491908	-0.459431708	-0.183221906	-0.165423602	-0.504472613
HV8H3	-0.572578788	0.287439704	0.729038715	0.184424534	0.478920877	0.451796055	0.746713638	-0.024247661	-0.530514717	0	-0.556038022	0.012824029	-0.090602458	0.487115175	0	-0.067744702	-0.234465331	-0.07275641
HV8H7	-0.318822145	-0.77923131	-0.029953301	0.101283252	-0.418829083	0.23167032	-0.114458621	-0.621488452	-0.364156306	0.490139037	-0.644574642	-0.762960792	-0.487938046	-0.590887368	-0.330148727	-0.081683889	-0.367731839	-0.886343241
HV8H8	-0.518130958	0.066597819	0.211054862	-0.948469758	-0.631132722	-0.494764626	-1.525091052	-0.367731839	-0.812914371	-0.494264126	-0.903961301	-1.5594275	-0.025311053	-0.202816993	-0.400537997	-0.659659922	-0.352301806	-0.801454425
HV8H12	0.657718897	0.618645668	1.421200275	0.636492789	0.812215209	1.085819364	0.365284503	0.544320464	1.091374397	1.121395111	0.793111563	0.754887462	1.485426903	0.713118792	0.886343241	0.077305645	0.485426724	0.713118792
HV9A1	0.341691405	0.588744104	0.680540085	0.81855315	0.64793998	0.3013044	-0.359081	0.874469042	0.628683925	1.005496025	0.884534478	-0.065887876	0.854949713	0.023458958	0.903973103	0.816778064	0.576925099	0.895811081
HV9A3	-0.171480477	1.278101802	-0.113008976	0.540568352	0.588744104	0.107579887	0.256908298	-0.567040682	0.369949609	-0.463567346	0.040329248	0.342392147	0.875609159	0.268934995	0.570315719	1.335103512	-0.514573276	0.569108486
HV9A5	0.301890343	0.732414484	-0.307181597	1.990129828	0.887832165	1.137503624	-0.26793313	1.011972666	3.851845026	1.573907375	0.738144994	0.843696713	1.512061954	1.046542525	0.850423694	-0.095759057	-0.061400637	-0.455003977
HV9A6	0.814444304	0.942052722	1.439532042	1.710493326	1.268703103	1.908751011	0.32681036	1.659163356	2.339576006	1.802627444	0.46103552	-0.597901523	1.04932785	0.298081309	0.5776577	0.460634291	1.142957926	0.676592946
HV9A7	2.183678389	-1.081794024	0.692818403	-0.611434698	0.711755037	0.207691371	0.551985264	-0.480625868	-0.664815784	-1.607158184	0.519250154	-0.784987211	-1.064130306	-0.68280983	-0.078609914	-0.260389686	-0.367731839	-0.52134639
HV9A8	1.649813652	0.395019591	0.076961875	-0.571906328	-0.081794024	0.107579887	0.128584221	-0.497499675	-0.378511578	-1.17544198	-0.590803444	-0.784987211	-0.891293705	-0.345774889	-0.81557548	-0.375867009	0.159198582	-0.68280983
HV9A9	0.38994655	0.368867338	0.395137846	0.540568352	0.64793998	-0.253756613	0.172639504	-0.367731839	0.075664312	-0.44846046	0.30903241	0.382469654	-0.436099052	-0.316027492	-0.758992016	0.162552997	-0.112474769	0.278715998
HV9A10	0.370837718	0.495131075	-0.356934607	-0.196397275	0.462526441	0.338585496	-0.101283252	0.485426724	0.420575708	-0.319177479	-0.522090673	-0.924711943	-0.090602458	-0.316027492	-0.289506614	0.361098647	1.419538856	-0.301380724
HV9A11	-0.350186288	0.210987687	-0.050273299	-0.137503549	0.470746934	0.027656436	-0.312787414	0.273018479	-0.045087844	-0.389566749	0.160169035	0.392317414	-0.090602458	-0.801454425	-0.81557548	0.220500305	0.10433656	0.400179535
HV9B3	-0.350186288	0.495131075	0.253118873	1.095157146	0.831494331	-0.418143421	-0.374848306	0.33151406	0.343954414	0.384429604	0.535460353	0.372554183	0.049327806	0.046542555	1.053637981	-0.081683889	0.058893621	0.705887318
HV9B8	0.351472408	0.324198306	0.517534494	-0.67283529	0.445943594	0.175086737	-0.224431515	0.081794024	-0.152003095	0.358894438	0.251316935	0.203872278	0.283792973	0.156725496	0.084888816	0.077305645	0.415037453	0.167294711
HV9B9	2.445799828	1.611228228	1.649379134	0.644905031	1.240134001	2.316332579	2.29975152	0.047305673	0.403897017	0.315305203	0.535460353	0.352516353	-0.695742965	1.532786965	-0.552541137	-0.124328181	-0.152003095	2.478653669
HV9B10	-1.303392172	0.732414484	-1.797507167	-0.974004805	-1.529253006	0.478763223	0.430239975	0.608809233	-3.022367954	-1.711494803	-0.948355436	-0.467504919	-2.938599348	-1.504472613	-1.113656759	-1.482782125	-0.658963144	-1.438884377
HV9B11	0.55140996	-0.168505713	0.454031587	0.644905031	1.072011352	0.09891504	-0.182203323	0.263034403	0.509013653	0.426008672	0.373572677	-0.163498744	0.241972849	-0.487793863	-0.02202642	0.489203453	0.070389271	-0.216491908
HV9C3	-0.448589981	-0.106041685	-0.123735368	0.038819224	-0.274439216	-0.548204005	-0.634715497	-0.112474769	-0.022367805	0.324129075	-0.065712437	-0.55942744	-0.675564945	-0.272525907	-0.302927136	0.276209831	-0.819427788	-1.07275641
HV9C4	0.856264472	0.690795422	1.884316802	0.540568352	0.906133175	0.345927477	0.817796707	0.765534639	0.524526715	0.932361364	0.355425388	0.731803894	0.430634379	0.600644112	1.04836297	0.731661439	1.142957926	1.345386982
HV9C5	0.240051121	0.210987687	-0.019899547	-0.571906328	-0.274439216	-0.736965537	0.365284503	-0.678071976	-0.011140555	-1.033422947	-0.456502378	0.382469654	-0.597562492	-0.740912795	-1	-0.393144965	-0.678071976	-0.590887368
HV9C8	-0.1165139	-0.057947308	-0.923038125	-0.533432245	-0.529253066	-0.990722179	-0.101283252	-0.976153255	-0.546634376	-1.033422947	-0.53896445	-0.55942744	-0.50564003	-0.07275641	-0.704544187	0.231815591	-0.263034463	-1.023846745
HV9C9	-0.063565075	-0.43409583	0.029343903	-0.591535151	0.011315286	-0.106199324	-0.088227108	0.047305673	0.137503535	0.595933676	0.29957208	0.269460678	-0.33769533	-0.801454425	-0.263034463	0.064705625	-0.074000657	0.669175506
HV9C10	0.341691405	-0.143194661	0.565063	0.316672325	-0.403722197	0.976541042	-0.26793313	0.350497186	0.263034374	0.146486193	-0.005840898	-1.163498759	1.33938539	0.857165217	0.5776577	-0.861293733	0.302562714	0.124545127
HV9C12	0.186413229	0.825096488	0.538095832	0.089004934	0.161062419	0.569365621	0.543621778	0.396890163	-0.378511578	0.306427091	0.551490426	-0.039170563	0.942412615	-0.060372695	0.63508594	0.17433016	1.093109369	0.769702315
HV9D4	1.142019033	1.130256414	1.04858017	-0.18144685	0.611228228	0.612618804	0.393481374	0.874469042	1.167456865	1.840021253	1.160169005	1.141012311	1.102877259	0.7487427	1.317549586	0.993366897	1.502500296	1.99704051
HV9D5	-0.465663582	-0.759865999	0.680540085	0.149377629	0.033683091	-0.096215248	-0.406909585	-1.514573216	-0.437405288	0.830763102	-1.09037447	-1.079434514	-0.758027136	-0.272525907	-0.740613401	-0.482782185	-0.952694356	-0.886343241
HV9D6	-0.431716174	0.305936098	-0.0605416	-0.289506674	0.088130951	-0.521236837	-0.037152976	-0.952694356	-1.321928144	-1.305502534	-0.882266164	-1.807354927	-1.117569685	0.470142096	0.313157827	-0.960829437	-0.352301806	-0.822212934
HV9D7	1.036836863	0.912182212	0.902932525	0.184424534	0.633367181	0.689659953	0.483679175	0.894009233	1.326360464	2.056689501	1.139107347	1.532495022	0.974689007	0.47865358	0.690315485	0.517217755	1.201633811	1.783508062
HV9D9	0.828519464	0.296717465	1.095577598	1.038819313	0.988595247	0.492059946	0.898716688	2.073248863	0.485426933	1.310872912	2.280463457	0.012824029	0.449130774	-0.471305758	0.043068677	0.84652549	2.078951359	0.98812592
HV9D11	-0.554200172	-0.740757167	1.014746547	0.418312609	-0.069821388	0.360500276	-0.525090992	0.148391843	0.352671653	0.714769959	-0.166995689	0.29067713	0.10870631	-0.060372695	-0.02202642	-0.32524085	-0.321928173	0.676592946
HV9E1	0.119298965	0.487048745	0.019628763	0.378511548	0.368867338	0.485426903	-0.062464029	0.159198582	0.509013653	0.095860064	0.327768952	-0.079434559	-0.13124457	-0.035919547	0.381870598	-0.213595524	-0.497499675	0.011777163
HV9E2	-0.143735498	0.759508252	0.27778095	0.644905031	0.912182212	0.524775505	1.167205572	0.387730122	0.137503535	0.021859556	-0.153939545	0.692490876	0.073373273	0.135351866	0.5776577	-0.24462238	0.751320839	0.705887318
HV9E3	1.164386749	0.818670273	0.310021222	0.980191529	1.278101802	0.58806169	0.987721682	0.242856443	0.216036946	-0.17544198	-0.041464776	0.258734286	-0.33769533	-0.162552997	0.439421564	-0.520256877	0.137503535	0.857165217
HV9E4	0.197301537	0	0.468386889	0.064130276	0.977099657	0.735102892	0.518236458	0.900464296	0.225559741	0.324129075	0.426683992	0.523561954	1.503238201	1.665452361	0.620941758	-0.790904462	0.5607149	-0.886343241
HV9E5	-0.050626025	0.33324343	-0.050273299	1.131529689	0.837863803	0.762794614	0.161751196	0.584962428	1.211251974	0.687676191	0.417966753	0.754887462	1.49435997	1.657977223	1.140481234	0.911295712	0.22239235	0.81745553
HV9E6	-0.050626025	0.5659042	0.372417808	1.840692163	0.5659042	0.918632507	-0.101283252	1.287866235	0.866375446	0.497958511	-0.128176466	0.087462887	0.580774784	0.776621699	0.373458356	-0.393144965	0.779609799	0.146078259
HV9E7	-0.880701065	0.725560784	-0.382469654	-0.257797748	-0.220500305	-0.231730193	-0.525090992	-0.757143617	-0.893084764	-1.748020768	-0.318998784	-1.025995135	-1.845489979	-1.023846745	-1.316473842	-0.790904462	-0.621488452	-0.68280983
HV9E8	0.281570345	-0.288245022	0.468386889	0	-0.057947308	0.729500175	-0.210217685	0.807354808	0.621488452	0.2239649	0.30903241	-0.94937402	0.334419131	-0.407175392	0.455451638	-0.375867009	0.502500296	-0.930737376
HV9E9	0.445799857	1.145741582	-0.091792524	0.593679667	0.640671968	0.735102892	0.88554132	0.600904047	1.263034463	1.341616392	0.759003639	0.668378472	1.108706355	-0.316027492	0.095157117	-0.44625628	0.432959378	1.023458958
HV9E10	1.394684434	1.971317172	1.591535211	2.396059752	2.296717644	1.698290348	1.122981548	1.944858432	3.055783033	2.970797777	1.304309964	-0.347923338	1.750699759	0.93962729	1.01630187	1.045596838	1.180572152	1.326650381
HV9E12	-0.61005342	-0.944290519	-0.814785242	-0.827163458	-1.288244963	-0.800390959	-1.456378222	-1.383328676	-1.736965537	-0.945960045	-1.819072485	-0.698830485	-1.675564885	-0.316027492	-1.113656759	-0.960829437	-0.840801418	-0.740912795
HV9F2	1.27644527	1.739235759	2.884316921	1.195920229	1.942052722	2.306958437	1.993873954	2.662964821	2.990256786	1.397029638	2.79647851	1.152647018	2.589138031	2.251657009	3.376618624	1.767091036	1.312277913	3.500760317
HV9F6	0.633872151	0.022542536	-0.070883542	-0.08092007	-0.529253066	-0.076452017	0.277228296	-0.178970277	-0.562936187	-0.17544198	-0.505411923	-0.163498744	0.512062013	-0.202816993	-0.263034463	0.699421167	0.22239235	0.683972478
HV9F7	-0.518130958	-0.880160213	-0.814785242	-0.571906328	-0.118320003	-0.972343564	-0.732895911	-1.234465361	-0.793549061	-1.418713093	-0.882266164	-0.597901523	-1.386058331	-0.864648104	-1.090197921	0.089796588	-1.074000597	-0.097847372
HV9F8	-1.951090336	-0.740757167	-1.382469654	-1.923378706	-1.562419891	-1.009337902	-0.92844671	-0.152003095	-0.308122307	-0.022195727	-0.128176466	-0.485426843	0.187932923	-0.123382434	0.145430416	0	-0.415037572	-0.316027492
HV9F10	1.012383699	-0.703282475	0.236440182	0.986824572	0.119839787	0.374927282	0.183446243	0.201633811	-0.022367805	-0.022195727	0.976457119	0.523561954	0.27345103	-0.345774889	-0.198904172	0.691247225	1.201633811	0.883043766
HV9F12	0.993767977	0.662366986	1.310021281	0.610957623	0.959682584	0.8786937	1.036220312	0.424026251	0.167456836	0.79312551	0.884534478	-0.237499341	0.061400637	0.417990774	1.079727173	0.114458621	0.82781899	0.135351866
HV9G1	-0.012490943	0.732414484	1.081638336	1.452260017	0.918205976	0.990662098	1.302232385	1.098733902	1.584962606	1.261197805	0.716980457	-0.177998304	1.435280681	1.219009638	1.819792032	-0.124328181	0.841302276	0.167294711
HV9G2	0.012383714	0.268703163	-1.040077567	-1.137503505	-1.59636724	-0.954196274	-1.49032557	-0.840801418	-0.934904933	-1.011055231	-0.839830995	-1.252766132	-0.33769533	0.654225111	0.095157117	0.28709811	0.432959378	0.783508062
HV9G3	-0.025090963	0.296717465	0.865457892	0	0.305936098	0.630766273	0.194172636	0.779609799	0.206450909	0.581286907	0.29957208	-0.192645058	-0.158989534	0.417990774	1.299901724	0.077305645	-0.061400637	0.639118195
HV9G4	0.633872151	-0.011404753	0.990084529	2.623781681	0.676651239	0.424315333	0.501061261	0.765534639	0.65711236	0.897314429	0.211515874	-0.974464953	1.198904157	0.080489844	0.364996761	0.276209831	0.624490798	2.049402237
HV9G6	0.688913465	0.887832165	1.446799994	0.750021696	0.869296312	1.068171501	1.199506044	1.132028341	0.420575708	1.450392723	0.724069834	-0.485426843	0.798366189	0.951905608	1.135514975	0.824272633	1.132028341	1.040806174
HV9G7	0.436639816	0.305936098	0.482600689	0.504042387	0.4542588	0.524775505	0.709814012	-0.178970277	-0.215012833	-0.022195727	0.426683992	0.135159597	0.27345103	0.298081309	0.250226587	0.209095553	0.035623878	0.035046905
HV9G8	0.036836863	0.487048745	0.387604177	-0.108934425	-0.316259354	0.331205964	-0.062464029	-0.292180777	-0.579424262	-0.163058266	-0.488923818	-0.924711943	0.589138269	0.631505013	0.373458356	-0.109972902	0.5607149	0.307667345
HV9G9	0.828519464	0.305936098	0.923917532	0.273922741	0.683740616	0.345927477	0.709814012	0.765534639	0.705552697	0.375968009	0.502855659	0.627273321	0.037152976	-0.422942698	0.241007954	-0.013296813	0.292781711	1.249171734
HV9G10	0.576647282	0.503168404	0.35706985	-0.18144685	0.296717465	0.816632748	0.518236458	0.527737617	0.352671653	0.195395738	0.364527553	0.468769431	-0.11756964	-0.035919547	-0.429684311	-0.183221906	0.450661361	-0.555697978
HV9G11	-1.465663552	-0.562419891	0.00984776	0.172836587	-0.288245022	0.278464496	-0.282730103	0.252980649	0.011055171	-1.011055231	0.382561475	0.496425867	0.861869097	-0.391578555	-0.722466111	-0.659659922	0.10433656	-0.663950861
HV9H2	0.800230503	0.191224456	0.35706985	0.101283252	0.478920877	0.612618804	0.024247661	0.180572212	0.196800739	-0.252063215	-0.153939545	0.012824029	-0.453172624	0.278715998	0.231730193	0.186011955	0.729734004	-0.504472613
HV9H3	-0.228624329	0.89395833	0.517534494	0.051530257	0.527015209	0.360500276	0.139724776	0.944858313	-0.152003095	0.434182614	0.469497114	0.643856168	0.43991214	0.057947308	1.037754893	-0.026717313	0.33151406	1.097168565
HV9H5	-1.303392172	0.812215209	0.364764273	0.025995195	0.799217939	0.531230569	0.831602454	-0.03652598	0.516791105	0.270357877	0.452524036	0.487265825	0.589138269	0.32665047	1.356485367	0.411724746	0.180572212	-0.244236887
HV9H6	0.863118172	-0.4651227	1	0.32716471	0.201139927	0.124755085	0.576788604	0.242856443	-0.115477115	0.021859556	0.527377963	0.123382434	-0.716207027	-0.17584981	-0.459431708	0.265238583	0.058893621	0.683972478
HV9H7	-0.103093401	0.066597819	0.617530346	0.862496436	0.977099657	0.072603762	1.183446169	-1.15200305	-0.422454894	0.126448363	-0.778430343	-0.192645058	0.605721116	0.167294711	-0.113656819	-0.276331306	0.359895825	0.32665047
HV9H8	-0.228624329	0.055709511	0.740912795	0.82597059	0.64793998	0.666390181	0.297266126	0.66296494	0.493332118	0.741364121	0.590803385	-0.331621528	0.580774784	0.639118195	0.91560781	0.615519881	0.576925099	-0.376148522
HV9H9	1.508341193	0.240134001	1.729038596	1.851635456	0.766202927	1.863426924	0.277228296	1.612745643	2.603341103	2.442310572	0.858999491	1.025534987	1.712930679	0.553078413	1.174774408	0.064705625	0.906890512	0.976153255
HV10A5	0.617752433	0.792675018	1.410088301	1.418312669	0.988595247	0.981263399	0.42113781	0.786596298	0.635843754	0	1.280463219	1.056831121	-1.453172565	0.426814646	-0.211504191	-0.183221906	0.793549061	2.487115145
HV10A6	1.197301507	1.669526696	2.977593422	2.847996712	2.18624115	1.947877407	1.931138158	2.655351639	4.032236576	1.849219918	2.500793219	1.647972226	1.666262746	1.448640943	1.680119753	1.479743123	2.044394016	1.317190051
HV10A8	0.370837718	0.924204707	0.261386514	0.803602695	0.278101802	-0.136573076	0.739408851	0.736965537	-0.349942446	0.780358195	1.14440167	-1.347923279	0.605721116	-0.740912795	0.533034563	0.649668157	0.576925099	0.895811081
HV10B1	0.903570294	0.550474167	1.158903599	1.457045078	1.382002711	0.081427634	0.411977768	1.392317414	0.765534878	0.786756039	0.839547157	0.192645028	0.974689007	0.33604911	1.135514975	0.658080399	0.321928024	1.193383932
HV10B3	-0.050626025	0.109347403	0.524420857	0.558490276	1.254489303	0.15850389	0.128584221	0.011972636	-0.022367805	0.054039925	0.364527553	0.576349318	-0.50564003	0.382145613	-0.552541137	-0.375867009	0.148391843	0.146078259
HV10B5	-1.103093386	-1.057947278	-0.941897094	-1.137503505	-0.046170145	-1.106199265	-1.024662018	-1.15200305	-1.321928144	-1.44846046	-1.01761806	-0.678071976	-1.758027196	-1.843274593	-1.552541137	-0.960829437	-1.074000597	-1.07275641
HV10B6	-0.037801996	-0.359328032	-0.797507226	-0.389042377	0.171186626	-0.357261091	-0.182203323	-0.178970277	-0.612976789	-0.7854954	-0.153939545	-0.120854452	0.085247353	0.023458958	-0.758992016	0.308631241	0.387730122	0.288431138
HV10B9	0.130703717	-0.143194661	-1.517399311	0.125530913	-0.68490386	-2.231730223	-0.975752354	-1.549338698	-0.139724776	-0.463567346	-0.971075535	0.893084764	-0.23078014	-0.801454425	-1.137503505	-0.24462238	-1.234465361	0.363883406
HV10B11	0.981222749	1.292086005	0.897638202	2.32977581	1.977099538	0.247437596	1.292282701	2.230100632	2.509013653	1.405368924	1.833004355	1.402098417	1.674146295	0.487115175	1.536806345	0.431487978	1.153805375	1.363883376
HV10C3	-0.350186288	-2.403722286	-0.224040329	-0.611434698	-0.859401703	-0.418143421	-0.882643044	0.148391843	-0.452512175	-0.494264126	0.903393507	0.301169515	-0.051074132	-1.258312106	-0.935869694	-1.21359551	-0.220390171	-3.230297804
HV10C7	0.771375656	0.462526441	1.479060531	1.57619226	0.863064289	1.023083687	0.943905473	0.378511488	0.971985698	0.426008672	0.681001186	0.111508355	0.520832181	0.113656819	-0.635003209	0.150678918	1.011972666	-0.2302977
HV10C9	-0.214124769	-0.43409583	-0.904422402	-0.026472181	0.022542536	-0.494764626	0	-1	-0.407657892	-0.389566749	-0.102865413	-0.252766073	-0.201633826	-0.286881179	-0.758992016	-0.026717313	-0.929610729	0.33604911
HV10C10	-1.366127968	-1.403722167	-1.28293395	-3.321928263	-2.596367359	-1.393481374	-0.753360033	-1.906890631	-1.700439572	-1.823969603	-1.700428009	-1.762960792	-0.845490038	-1.438884377	-2	-0.910203457	-0.099535719	-2.407175303
HV10C11	-0.063565075	0.161062419	-0.156401664	0.788495839	-0.359328032	0.18330723	-0.423211396	-0.138706282	-1.068171501	0.897314429	-0.290143967	-0.415037572	0.430634379	0.023458958	0.592230439	-0.026717313	-0.263034463	0.569108486
HV10C12	0.94937396	0.18124038	0.923917532	0.316672325	1.305936098	0.18330723	-0.390789926	0.137503535	0.599684119	0.085518122	-0.644574642	0.431049764	0.198904172	-0.085247353	-0.211504191	0.45098412	0.951090336	1.569108486
HV10D2	-1.076621175	-1.703282475	-0.295006782	-0.874469101	-1.316259384	-0.455945432	-0.57886219	0.624490798	-0.422454894	-1.252063155	0.878193021	-0.364411414	-0.987509072	-0.189270318	-0.584962606	-0.61843729	-0.33703506	-1.645335197
HV10D3	1.0428859	0.4036327	-0.356934607	0.718486071	-1.403722167	1.027656436	0.746713638	-0.71706605	0.872450113	-0.463567346	0.117733806	1.164188623	0.833990097	-0.376148522	0.010888308	0.421640217	0.867896438	0.876617551
HV10D4	0.380423754	0.942052722	1.894983649	1.418312669	0.906133175	1.385653734	0.775568485	1.104336619	0.977632284	1.421904206	0.709856033	-0.177998304	0.922694325	0.592824578	1.321928024	0.231815591	1.053111315	1.102685571
HV10D5	0.036836863	-0.5963673	0.167727411	-0.321928144	-0.207324937	0.150140405	-0.5607149	-0.125530913	-0.254183412	0.409520537	0.062871784	-0.192645058	-0.487938046	0.156725496	-0.224215224	0.904240906	-0.08671169	-0.455003977
HV10D6	0.260960102	0.022542536	1.857299209	0.218640223	1.382002711	2.124755144	0.905259609	1.527737617	1.857215524	2.133995295	1.915830731	1.357551932	0.555389464	1.924130917	1.517848253	1.06470561	1.651530027	0.470142096
HV10D7	1.186413169	0.936127901	2.455833912	3.087462902	3.6260252	1.940621376	1.821260571	2.104336739	3.229114532	1.938120484	1.57912159	1.482663989	2.421296358	1.536868095	2.713829041	0.231815591	0.779609799	1.373043418
HV10D8	0.472935945	0.478920877	1.253118873	1.494764686	1.206072211	0.636765003	0.560300469	0.359895825	0.403897017	0.960930467	0.29957208	-0.974464953	-0.187278539	-0.01187408	-0.237039253	0.231815591	0.800468445	1.288431168
HV10D9	-0.243271083	-0.194268793	-1	0.742202222	-1.43409586	-1.548203945	-1.525091052	-1.125530958	0.032914728	2.986167908	-1.738902092	-1.807354927	0.791134655	0.278715998	0.592230439	0.371366918	-1.048909664	1.005900621
HV10D12	0.463947147	0.690795422	1.024494529	-0.355094969	0.130256385	0.382087111	0.609210074	0.159198582	0.437063843	0.270357877	0.085067511	-0.237499341	0.64636308	0	0.304333955	0.350756705	-0.112474769	0.113656819
HV10E1	1.250543475	0.711755037	2.036587715	1.070389271	1.196190715	0.923547983	0.393481374	0.707819223	0.02202642	0.983385324	0.502855659	0.487265825	0.882430434	-0.048094377	0.415037423	-0.013296813	0.519374132	1.631505013
HV10E2	-0.185555637	-0.966316938	-0.635235786	0.531523228	-0.922595441	0.081427634	-1.67318964	-0.165423602	-1.812914371	-1.823969603	-0.778430343	-1.900464296	-1.716207027	-0.555697978	-1.211504221	-1.55873096	0.913288355	-1.504472613
HV10E6	0.096215367	0.676651239	0.832543135	0.912127197	0.772866607	0.837617755	-0.692818403	2.020887375	-1.045087814	0.490139037	1.005840898	-0.924711943	0.638325751	0.797183037	-0.033166975	0.231815591	0.906890512	-0.272525907
HV10E8	-0.171480477	0.640671968	0.461227059	0.064130276	-0.168505713	-0.220841885	-0.838248849	0.405992329	-0.647328377	0.315305203	0.31843105	-0.719892085	-0.158989534	-0.123382434	-0.198904172	0.340340078	0.485426724	0.057947308
HV10E9	0.119298965	0.581170917	-0.270961314	0.602344513	0.825096488	-0.443234384	0.194172636	-0.234465331	1.335184216	0.966577053	0.903393507	0.505528033	1.885829091	1.057947278	1.613817215	0.371366918	-0.367731839	2.97012949
HV10E11	-2.536052704	-1.233797073	-1.797507167	-1.257797718	-1.818759561	-1.298844457	-2.423211336	-1.024247646	-1.164386868	-1.44846046	-0.971075535	-1.381090164	-0.891293705	-0.930737376	-0.686842203	-1.446256161	-0.976153255	-0.760812283
HV10F6	-0.089796588	0.088130951	-0.531613111	-0.18144685	-0.759865999	0.2157287	0.393481374	0.624490798	-0.483208954	0.06460914	0.30903241	0.099535719	-0.597562492	-0.391578555	-0.198904172	-0.986824632	0.369233727	-0.555697978
HV10F7	0.153246254	-0.302184194	0.364764273	-0.371968746	0.259242833	0.107579887	0.355761707	0.201633811	0.635843754	0.830763102	0.31843105	0.44057256	0.638325751	0.156725496	0.592230439	-0.292450964	0.321928024	0.631505013
HV10F8	-0.228624329	-0.721898198	0.095577538	0.644905031	-0.648834705	-0.157183319	-0.406909585	-0.178970277	0.187085599	0.897314429	-0.318998784	-0.784987211	0.678071976	0.046542555	0.669851303	-0.44625628	0.115477115	-0.360881776
HV10F9	0.153246254	0.22076869	-0.780433655	0.82597059	0.395019591	-0.752562404	-0.127755433	-0.33703506	0.758991957	1.306427002	0.270813078	0.777607501	0.430634379	0.66171968	-0.489805341	-0.026717313	-0.697437286	1.017629862
HV10F12	0.07275641	-0.66675657	-0.604862154	0.476028085	0.278101802	-0.5346573	-1.101283193	0.751320839	-0.736965597	-1.305502534	1.391494513	-0.657607853	-0.369756609	-0.048094377	-0.149576366	0.460634291	0.273018479	0.623851538
